name,spotify_id,popularity,artist,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,preview,img
El Borrego,7hVGVarDgrC7FCOslZFcAo,49.0,Los Tucanes De Tijuana,0.692,0.455,-10.036,1,0.0477,0.466,0.0,0.0645,0.965,,https://i.scdn.co/image/ab67616d0000b273fd367947103f87b7ba06472a
Get Me Bodied,6fmeXejj4CNkAQ78yao7oE,49.0,Beyoncé,0.865,0.829,-6.981,0,0.315,0.0673,0.0,0.253,0.651,,https://i.scdn.co/image/ab67616d0000b273632e4eafb2ffba59a2ae4500
Don't Hold the Wall,7I7EnQnVJH1uSJ0cSQKPuu,49.0,Justin Timberlake,0.702,0.621,-8.303,1,0.0988,0.262,0.238,0.53,0.332,,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244
Feels Like Tonight,2tVCFmn2zKg2wGXS1TCIIA,49.0,Daughtry,0.483,0.907,-3.166,1,0.045,0.000822,0.0,0.117,0.352,,https://i.scdn.co/image/ab67616d0000b2730b9c38fede4b4c41f419cc8e
"For the First Time in Forever - From ""Frozen""/Soundtrack Version",4iGIvHmNRzi8mkTFE1ksAZ,49.0,Kristen Bell,0.354,0.411,-6.018,1,0.0344,0.815,1e-06,0.106,0.43,,https://i.scdn.co/image/ab67616d0000b2731ddef8620fff96c2bedbaf72
Pimp Of The Year,5f8KgDZ8aQKQii0U1qdRbC,49.0,Dru Down,0.931,0.513,-4.655,1,0.263,0.108,0.000435,0.272,0.3,,https://i.scdn.co/image/ab67616d0000b27340e152d8a1f20c7a607e45db
Blind Spots,6K8HUxHtrxGKUJxY6lEQy0,49.0,C418,0.543,0.194,-17.73,1,0.0272,0.827,0.924,0.0946,0.113,,https://i.scdn.co/image/ab67616d0000b2734cf0b29eb06a92aa96acae64
Lullaby,5GWyNA4n9hx5rhkK0KvQ83,49.0,The Chicks,0.55,0.205,-11.409,1,0.0279,0.762,0.00943,0.112,0.316,,https://i.scdn.co/image/ab67616d0000b27389ccaf21947f7929189654dc
Cisco Kid,11CiPQqnR8j7nsfZVMpboM,49.0,Sublime,0.857,0.503,-7.526,1,0.46,0.505,0.0,0.89,0.704,,https://i.scdn.co/image/ab67616d0000b273ffa592514435c93fc05cba5b
Elwynn Forest,1YYTAOi1YMxmGclyO1HH6O,49.0,Jason Hayes,0.229,0.138,-18.358,0,0.0364,0.981,0.919,0.119,0.0662,,https://i.scdn.co/image/ab67616d0000b273c924db67b20b34c8eb76b264
Stone,6N18F843M7cyNozIzLfBbS,49.0,Alice In Chains,0.456,0.867,-4.499,1,0.0399,6.1e-06,0.765,0.0914,0.558,,https://i.scdn.co/image/ab67616d0000b27399cf6d3705107207c76e2d2d
Cherry Waves,70L6nHORQsblY813yNqUR3,49.0,Deftones,0.47,0.859,-3.663,1,0.0537,0.000362,0.00691,0.142,0.17,,https://i.scdn.co/image/ab67616d0000b273c869fa3b4e0ce4dd9818a40e
"Baby, Now That I've Found You",1yrHbj1OW7ZKz9xbXWyWwJ,49.0,Alison Krauss,0.725,0.239,-14.325,1,0.031,0.908,0.00675,0.117,0.435,,https://i.scdn.co/image/ab67616d0000b27392398ed354b6a223d60bf516
"I Don't Need No Doctor - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4MeXE7YF459t1PbFTtAklF,49.0,John Mayer,0.25,0.903,-4.772,0,0.081,0.0575,0.000383,0.966,0.571,,https://i.scdn.co/image/ab67616d0000b2735b9c332f9f76cabc137e400f
Down By The Bay,33Are2qiGVcR2pS4EwWLY3,49.0,"Diego, Dora & Friends",0.837,0.603,-4.819,1,0.163,0.141,0.0,0.146,0.932,,https://i.scdn.co/image/ab67616d0000b273194d0912473522a4c7a8e4d2
Bring It,5BInskLvwqz56ClUpfqdI4,49.0,Trapt,0.498,0.975,-4.372,1,0.074,0.000223,2.28e-06,0.0999,0.336,,https://i.scdn.co/image/ab67616d0000b273ff9349f097f7bfb85eef6859
Proud Mary,5YI7v4VBa23fbEt9wuUmkg,49.0,Ike & Tina Turner,0.611,0.396,-13.741,1,0.178,0.495,1.4e-06,0.065,0.754,,https://i.scdn.co/image/ab67616d0000b2739797a5691b83d778d15366ee
Extraordinary Girl / Letterbomb,2M38zNMI7gCoCwfEUZQPq5,49.0,Green Day,0.317,0.958,-4.051,1,0.0989,0.00089,0.000184,0.103,0.422,,https://i.scdn.co/image/ab67616d0000b2731d13a9948aab982fabdf5209
Love Like Winter,3cDE9Yn4GrsxSrlMCLdmTT,49.0,AFI,0.592,0.914,-4.753,0,0.0468,0.000259,0.000139,0.0452,0.524,,https://i.scdn.co/image/ab67616d0000b2736c050d183c1fff7158c7bcd3
Private Caller,2FDJTo05zVmswy9x1FjlAa,49.0,Skylar Spence,0.571,0.805,-6.413,0,0.196,0.000118,0.816,0.0672,0.61,,https://i.scdn.co/image/ab67616d0000b2732cd8e41f305319b307076a90
Elevate,5BxVRqpZi6tIhAap1ZjzVD,49.0,St. Lucia,0.541,0.982,-4.908,1,0.107,0.00767,0.000765,0.291,0.722,,https://i.scdn.co/image/ab67616d0000b2733f7912a1ac50d39566ebec0d
I Wanna Smoke,6aSpOtfzxFZ7hy0Bom7c1k,49.0,Gangsta Pat,0.701,0.467,-13.573,1,0.0502,0.344,0.0,0.0516,0.187,,https://i.scdn.co/image/ab67616d0000b273a5b8838d4beae5d9adcd80ee
Trust In You,6aUZTbyshptdpu7H6Mirjw,49.0,The Offspring,0.397,0.929,-3.888,1,0.0583,0.000272,0.00464,0.0784,0.672,,https://i.scdn.co/image/ab67616d0000b273890ce61533a89e00ce593fcb
Do You See,2e3YoddL43UkaSqhYGqfKz,49.0,Warren G,0.769,0.624,-10.559,0,0.197,0.173,1.02e-06,0.378,0.569,,https://i.scdn.co/image/ab67616d0000b273f6b9b62ea130943d371b69ef
El Martillo,3JwIj8HBtkgJpXTDejfAYc,49.0,Grupo Laberinto,0.733,0.397,-7.104,1,0.0747,0.601,0.0,0.038,0.963,,https://i.scdn.co/image/ab67616d0000b273a2ca8f6ff22c5b0f6887fe30
What's Left Of Me,1bPqAXwNiVcM6zjJU1Z4Cd,49.0,Nick Lachey,0.421,0.728,-5.644,1,0.035,0.136,0.0,0.136,0.311,,https://i.scdn.co/image/ab67616d0000b2736cb1516a85ff50124b1ba9a1
It's Okay (One Blood),5hg3xm9mxcz9Xb6r59y9Ow,49.0,The Game,0.608,0.875,-5.642,1,0.231,0.000921,0.0,0.125,0.589,,https://i.scdn.co/image/ab67616d0000b273969ab47c3297c737b9fb9393
"Do You Want to Build a Snowman? - From ""Frozen""/Soundtrack Version",11g9GgpchfORJxVEYFFDoL,49.0,Kristen Bell,0.306,0.121,-15.551,0,0.0554,0.85,0.000176,0.257,0.166,,https://i.scdn.co/image/ab67616d0000b2731ddef8620fff96c2bedbaf72
People Are Strange - New Stereo Mix,6chyadaFmcdgpfSDW31KVj,49.0,The Doors,0.7,0.418,-11.238,0,0.033,0.655,0.0,0.195,0.721,,https://i.scdn.co/image/ab67616d0000b273d929a107229ef274c8b62e1e
Exxus,3Gq1Ib3ycJQfzg0U76Fk3P,49.0,Glass Animals,0.625,0.428,-11.294,0,0.0411,0.469,0.0799,0.0892,0.289,,https://i.scdn.co/image/ab67616d0000b273b817702a010273879ce8d5d8
Only the Young,1E2iehquphUsbmj8VTzWdQ,49.0,Journey,0.331,0.833,-6.204,1,0.0408,0.0115,0.0,0.209,0.527,,https://i.scdn.co/image/ab67616d0000b2730f6ce5c138493ac768d9afc8
Get Buck,2v89G6dKQHB3LiV1Ej1vfX,49.0,Young Buck,0.797,0.667,-6.095,0,0.158,0.545,0.0,0.0357,0.621,,https://i.scdn.co/image/ab67616d0000b2732520a5d6f3d1f48bb5ea018a
Cumbia Sobre El Rio,3RXhO8IlQNwnH6FFXBYQMn,49.0,Blanquito Man,0.635,0.735,-10.73,1,0.0648,0.0142,0.715,0.301,0.963,,https://i.scdn.co/image/ab67616d0000b2736917730fbd3499c086a00361
This Charming Man - Single Version; 2008 Remaster,1oDpnYvcjkgxNc9ytYmxQJ,49.0,The Smiths,0.592,0.867,-4.447,0,0.049,0.00658,0.0,0.0818,0.696,,https://i.scdn.co/image/ab67616d0000b2738c755b653e9d84e08004f881
Keep Me,5wGmaQYNYxJZrnWykQG3HF,49.0,The Black Keys,0.665,0.839,-4.547,1,0.0902,0.559,0.000168,0.356,0.581,,https://i.scdn.co/image/ab67616d0000b2733c8bb73045c90b75cc01dcb9
95 Till Infinity,7jsCldOdBvg2lw3LE7mIau,49.0,Joey Bada$$,0.649,0.752,-7.394,0,0.495,0.0941,0.0,0.145,0.838,,https://i.scdn.co/image/ab67616d0000b273f1037b8a8a10a676c3409f4c
Amor Sin Maquillaje,3P5i3hoBQFeLNLHzxWU3od,49.0,Joan Sebastian,0.523,0.395,-7.316,0,0.0525,0.754,0.000102,0.128,0.397,,https://i.scdn.co/image/ab67616d0000b27394b4f0cc8aa5eece1b5ce3a4
Too Many Puppies,30dxVfMjlhBY6fXo3ThhJM,49.0,Primus,0.487,0.905,-5.085,1,0.118,0.0248,9.34e-05,0.175,0.624,,https://i.scdn.co/image/ab67616d0000b273177b489f92c4157dd478916a
I've Got A Tiger By The Tail - 2006 Remastered Version,1GDAvJth0ebssC2XkG7RYM,49.0,Buck Owens,0.701,0.497,-10.05,1,0.0316,0.595,3.12e-05,0.118,0.963,,https://i.scdn.co/image/ab67616d0000b273bd86aceb37a4485e3f4d416b
Wait,5jETlbplk10X3x5n7mCPBL,49.0,C418,0.629,0.342,-10.884,1,0.0352,0.425,0.876,0.104,0.248,,https://i.scdn.co/image/ab67616d0000b2734cf0b29eb06a92aa96acae64
Fatalidad,6SVwp3pEbiGgFbPt8dVYc8,49.0,Julio Jaramillo,0.587,0.289,-16.789,0,0.0792,0.789,0.0128,0.0686,0.73,,https://i.scdn.co/image/ab67616d0000b273bab5917af9da14f8a7f5bc6e
A Real Life,4mdjTz7RhMC1MPPVu8jNYR,49.0,Greek Fire,0.457,0.948,-3.621,0,0.075,0.000234,0.0,0.0744,0.382,,https://i.scdn.co/image/ab67616d0000b273578f55dd652ab0dd53843b2d
Solitude,7gkkNoM0zgRc4i42w3tnts,49.0,Jeremy Soule,0.154,0.0927,-22.478,0,0.0408,0.953,0.608,0.0937,0.0324,,https://i.scdn.co/image/ab67616d0000b2736d30303243e6bd56a5482e9b
Rich Girls,58F6iKkYdIccktJ8i8BuQQ,49.0,The Virgins,0.749,0.82,-5.755,0,0.034,0.00157,1.22e-06,0.279,0.721,,https://i.scdn.co/image/ab67616d0000b273d9c680008dbbdcdd8a7c02f8
No Es De Madera,2pBLpt9CZUy7FA2lTVEFlx,49.0,Joan Sebastian,0.79,0.395,-6.214,1,0.0325,0.649,0.0,0.108,0.606,,https://i.scdn.co/image/ab67616d0000b27394b4f0cc8aa5eece1b5ce3a4
Corazón Mágico,3Hj11HLySjrLEPAQya90TC,49.0,Los Fugitivos,0.643,0.697,-6.38,1,0.0305,0.0354,0.0,0.11,0.634,,https://i.scdn.co/image/ab67616d0000b273b348e490fc4df91471d21738
Shut Up and Let Me Go,3bu5GJpyHZs8DfPlkKrnnE,49.0,The Ting Tings,0.852,0.927,-4.497,1,0.0581,0.0109,0.00268,0.054,0.887,,https://i.scdn.co/image/ab67616d0000b2733889f99a8ace496088522cfc
Killa,5KzHTHTjftb7QFh5GicRnO,49.0,Cherish,0.796,0.705,-4.82,0,0.0358,0.0332,2.14e-06,0.0809,0.774,,https://i.scdn.co/image/ab67616d0000b2732ae160d6545a33ee909d0e71
Miss Movin' On,348qSa1KejmhpWgCpsfSxb,49.0,Fifth Harmony,0.464,0.845,-2.927,1,0.0508,0.0297,6.4e-06,0.302,0.437,,https://i.scdn.co/image/ab67616d0000b273cd3465b98fe50bc96e71f547
This Train is Bound for Glory,7mfn1O2YQifrW5nZhAhCGL,49.0,Old Crow Medicine Show,0.392,0.942,-8.62,1,0.559,0.158,4.48e-05,0.802,0.582,,https://i.scdn.co/image/ab67616d0000b27381ee0bd8bcab9883df97e2e4
The Webs We Weave,4HEsfjwdNYA1rVNRuvQQaK,49.0,Escape the Fate,0.488,0.954,-3.784,1,0.123,0.00243,0.0,0.235,0.568,,https://i.scdn.co/image/ab67616d0000b2732541614ba5551322c8a1a478
El Machete,2PlIgKShwmoYHTAk3o4nsG,49.0,Grupo Laberinto,0.865,0.379,-7.718,1,0.0642,0.724,0.0,0.093,0.971,,https://i.scdn.co/image/ab67616d0000b273479dc2e029db5e6a229c23a0
You Ain't Much Fun,2XLDLXDfStaQTcnOhEQZrB,49.0,Toby Keith,0.746,0.802,-3.827,1,0.039,0.335,0.0,0.353,0.766,,https://i.scdn.co/image/ab67616d0000b273d241324e9e9f14f83f293c5a
Goin' Against Your Mind,1rxz8AseGxCsYQDHyg4scv,49.0,Built To Spill,0.276,0.937,-5.955,1,0.138,0.121,0.749,0.0211,0.339,,https://i.scdn.co/image/ab67616d0000b27376afd0d054747ffee0a97129
Woman's Gotta Have It,20HCbY9qPpi1H2pP2MRUWy,49.0,Bobby Womack,0.506,0.59,-8.922,0,0.0302,0.567,2.1e-05,0.17,0.735,,https://i.scdn.co/image/ab67616d0000b2730005beaf2189c4687ca1e060
(I Can't Help) Falling In Love With You,7aR1QwbQa26sjDXiVMLik4,49.0,UB40,0.637,0.837,-8.605,1,0.0363,0.0393,0.00294,0.139,0.825,,https://i.scdn.co/image/ab67616d0000b273f1dd69d7399290cc25324706
5 Days in May - Remastered 2012 version,5AIcpQ7JFM3DZju7bPqb8t,49.0,Blue Rodeo,0.56,0.437,-9.978,0,0.034,0.43,0.00222,0.0885,0.365,,https://i.scdn.co/image/ab67616d0000b2730be48934221db41e5f66f42c
Saints of Los Angeles,4pruGLEd2plhfOmusGTGdq,49.0,Mötley Crüe,0.495,0.907,-4.291,0,0.0466,0.000396,0.000959,0.102,0.22,,https://i.scdn.co/image/ab67616d0000b2733412a9d5522bb5b7f0c68a94
Beautiful Girls - Radio Disney Version,0x4KuMldlnPMniT86Cmyep,49.0,Sean Kingston,0.772,0.648,-6.222,1,0.0612,0.161,0.0,0.269,0.741,,https://i.scdn.co/image/ab67616d0000b273b1fcf94da4697ec0135f7bdc
"Running Your Mouth (feat. Snoop Dogg, Nate Dogg, Fabolous & Busta Rhymes) - 2007 Remaster",3CU5cYgEjwjaW7pitNKZYJ,49.0,The Notorious B.I.G.,0.7,0.786,-4.279,1,0.164,0.051,0.0,0.191,0.64,,https://i.scdn.co/image/ab67616d0000b273639fea4197e676cfe9512e04
Bad Kids,7wexq2QIYnZPVoZIJ4qvR4,49.0,Black Lips,0.347,0.795,-7.13,1,0.0374,0.0514,0.0,0.257,0.926,,https://i.scdn.co/image/ab67616d0000b273d8a0a4c940cc5a910a2adc7d
"Good Morning, Captain",154qGmayKVoKeeqv8Yy0QC,49.0,Slint,0.442,0.502,-18.18,1,0.0354,0.0565,0.575,0.107,0.167,,https://i.scdn.co/image/ab67616d0000b2733c1d085164d95d5bf4c322bb
Magdalena,47HJ7biEuVZxoPkauczu2R,49.0,A Perfect Circle,0.585,0.603,-7.152,1,0.0254,0.000234,0.891,0.201,0.212,,https://i.scdn.co/image/ab67616d0000b2732d73b494efcb99356f8c7b28
Too Cool,07THAZa24N9xFHZcYuLRVK,49.0,Meaghan Martin,0.543,0.859,-3.592,1,0.0371,0.028,0.0,0.235,0.736,,https://i.scdn.co/image/ab67616d0000b2735f20a046cecfa513d565911f
A Quién Vas A Amar Más Que a Mí,1IV8PlSxx5PUiaxKwVrlg9,49.0,Vicente Fernández,0.672,0.329,-8.153,1,0.0304,0.811,6.05e-05,0.0632,0.539,,https://i.scdn.co/image/ab67616d0000b2736007f6cc186f038776e7a410
Un Rinconcito En El Cielo,3Bab8rkL9ByngZwofNYQkt,49.0,Eliseo Robles Y Los Barbaros Del Norte,0.672,0.749,-7.245,1,0.0473,0.109,0.0011,0.42,0.646,,https://i.scdn.co/image/ab67616d0000b27303a099b3bd3922ac1da43e62
I'm Ready,3vQQ6sNWRLfWXrnL04bIe0,49.0,Tevin Campbell,0.684,0.687,-6.393,1,0.0228,0.0631,1.29e-05,0.0601,0.752,,https://i.scdn.co/image/ab67616d0000b273a198bc430d0dfef60a0bf233
Esta Cobardia,17TL9yOtBcUaq4dwq4WBa8,49.0,Valentín Elizalde,0.544,0.649,-5.225,1,0.0548,0.706,1.9e-06,0.272,0.845,,https://i.scdn.co/image/ab67616d0000b273e2c690488d847d2eb4ec9fbe
Tell It Like It Is,7GSRH3L0HAM3StkAkYVamC,49.0,Aaron Neville,0.61,0.376,-9.194,0,0.0287,0.449,2.18e-06,0.198,0.565,,https://i.scdn.co/image/ab67616d0000b273975631cefe86e157ecd804b0
For the Good Times,4cIGNFaKpoVuJfVvixS0mU,49.0,Ray Price,0.352,0.204,-15.414,1,0.0311,0.76,0.000426,0.327,0.524,,https://i.scdn.co/image/ab67616d0000b2733bc085a67c575d2b790dcea1
Up the Wolves,41LUI2mXScZDjIZWmvvWpR,49.0,The Mountain Goats,0.489,0.366,-9.362,1,0.0269,0.494,7.25e-05,0.0892,0.48,,https://i.scdn.co/image/ab67616d0000b273cc03676408b5f18e4526fd02
Dead Man Walking,6VOM9VW2HspbL77jPEaBxW,49.0,bloodsimple,0.541,0.98,-3.463,1,0.0832,0.000172,1.6e-06,0.319,0.388,,https://i.scdn.co/image/ab67616d0000b27312ca1ae58e9f0e9dc9da283d
Like This,2Z2JnZNB7lbUdKR5GynUlV,49.0,MiMS,0.771,0.693,-7.483,1,0.293,0.0317,0.0,0.342,0.525,,https://i.scdn.co/image/ab67616d0000b273ef4e6a5820969469d9878b35
I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song),3DASPeFJXSIycNpbROhrAC,49.0,Fall Out Boy,0.46,0.933,-3.766,1,0.0516,0.000811,0.0,0.158,0.523,,https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5
Darling Baby,10u9028SSfRyIKxV4xrzsg,49.0,The Elgins,0.574,0.53,-10.111,1,0.0262,0.419,0.0,0.241,0.83,,https://i.scdn.co/image/ab67616d0000b273b1b231db8df3175918dd0641
We Will Rock You,22GetoSByhvjxGShdWX0Lk,49.0,why mona,0.559,0.483,-8.016,1,0.0345,0.0146,8.97e-06,0.624,0.149,,https://i.scdn.co/image/ab67616d0000b2734914633b4e68af3045a8b87f
Side of a Bullet,4InNoUpsnbiq97FLvir4lU,49.0,Nickelback,0.644,0.946,-2.486,1,0.0669,0.000308,0.0969,0.0226,0.85,,https://i.scdn.co/image/ab67616d0000b273370c5990491ceebeb40fa045
Je veux te voir,4H9637mkUDyk9Rq0WgDEwc,49.0,Yelle,0.924,0.651,-3.894,1,0.124,0.0203,0.0069,0.059,0.898,,https://i.scdn.co/image/ab67616d0000b2735da1104c8104431eb16f831c
Everytime We Touch,5YnKmPZytgkywuHktntXDV,49.0,Cascada,0.64,0.989,-3.707,1,0.0708,0.00328,2.07e-06,0.364,0.49,,https://i.scdn.co/image/ab67616d0000b273e1f0e6c160b3cca53ba76aad
One​-​Winged Angel (Final Fantasy VII),7GBP9vqKB9o9wcQrkblICD,49.0,Nobuo Uematsu,0.497,0.525,-8.241,0,0.0405,0.869,0.0386,0.297,0.249,,https://i.scdn.co/image/ab67616d0000b27344036a5c0d16b6ed97d28519
A Meaningful Moment Through a Meaning(less) Process,4TrCvd1PrqI14lZb7tEtYo,49.0,Stars Of The Lid,0.0629,0.0718,-24.789,0,0.0432,0.955,0.907,0.0906,0.0324,,https://i.scdn.co/image/ab67616d0000b273d6eb832295ddf386c825fdba
Roca eterna,09YG9ee8meFr9ba4pxynbi,49.0,Esperanza de Vida,0.541,0.444,-6.187,1,0.0297,0.449,0.0,0.708,0.248,,https://i.scdn.co/image/ab67616d0000b273cfd7d16d3e235ed4f09dd929
Do It Well,2dOcfwJpfgGLcB4vPi8YXf,49.0,Jennifer Lopez,0.763,0.81,-5.118,0,0.0861,0.0311,0.0,0.316,0.437,,https://i.scdn.co/image/ab67616d0000b273550c633a5c74d48461363a00
Perdidos,6TjHpTuIWtMK2wrEst0cuB,49.0,Monchy & Alexandra,0.838,0.676,-4.4,0,0.0303,0.476,0.0,0.121,0.902,,https://i.scdn.co/image/ab67616d0000b273a0de5b0c1525b4a3d4a6098b
XO,4u2JQ1rzBirJVn6Ka2aQ5l,49.0,Fall Out Boy,0.482,0.963,-3.161,0,0.0743,0.000633,0.0,0.0959,0.423,,https://i.scdn.co/image/ab67616d0000b27371565eda831124be86c603d5
Good Times Bad Times - Remaster,3tcaltthSz9s6awB6koVRo,49.0,Led Zeppelin,0.457,0.718,-9.994,1,0.0881,0.0803,2.13e-06,0.0513,0.686,,https://i.scdn.co/image/ab67616d0000b27322f1b6c28ce5735646b2e569
Noots,6wXNqGJ5eHfAaz8WcBN4Sp,49.0,Sum 41,0.378,0.955,-4.143,1,0.143,0.000741,0.0,0.0794,0.554,,https://i.scdn.co/image/ab67616d0000b273cb38dd3dba8a0801bc1ee03a
La Cobra,3aSYVIS5nC3hrFK368flZt,49.0,Fito Olivares y Su Grupo,0.661,0.645,-10.073,0,0.0567,0.0859,0.0862,0.1,0.833,,https://i.scdn.co/image/ab67616d0000b27368a1c1ea89718293ddc7eefc
Next Go Round,0uGps3BPhLvK3eUsShjHRz,49.0,Nickelback,0.505,0.964,-2.711,0,0.15,2.23e-05,0.0717,0.0381,0.6,,https://i.scdn.co/image/ab67616d0000b273f74baf63e915712df348e647
Contagious,7HjJQunSPwkXXVnGeItUEH,49.0,The Isley Brothers,0.709,0.449,-7.251,0,0.04,0.24,0.0,0.134,0.204,,https://i.scdn.co/image/ab67616d0000b2733a4ed192d727ff671eeffbbe
Baby Mine,0h5G987d8sIqIpMlNckOj4,49.0,Fred Mollin,0.29,0.0625,-20.112,1,0.0332,0.947,0.842,0.122,0.195,,https://i.scdn.co/image/ab67616d0000b27301067898cd625c93b2cd4f04
Life in Technicolor,1rkbMXhEjIytsUGbhoR5pn,49.0,Coldplay,0.289,0.662,-10.482,1,0.0347,0.0102,0.944,0.498,0.254,,https://i.scdn.co/image/ab67616d0000b2733d9d867b880ebf840fceec69
Get out of My Life Woman,6DNgKv1sWH2505Z5SAqAXr,49.0,Lee Dorsey,0.841,0.4,-10.703,1,0.0334,0.294,0.000367,0.0335,0.855,,https://i.scdn.co/image/ab67616d0000b273a575571e55ac14995c5eff2a
Hasta La Vista,2tQjS2hrxfrtJQFIdHeXGD,49.0,Jordan Francis,0.725,0.887,-4.655,1,0.114,0.141,0.0,0.069,0.781,,https://i.scdn.co/image/ab67616d0000b2735f20a046cecfa513d565911f
Communication Breakdown - Remaster,6GXlXAfXR7C6u1VjR3VMsm,49.0,Led Zeppelin,0.384,0.95,-7.264,1,0.149,0.161,7.15e-06,0.61,0.454,,https://i.scdn.co/image/ab67616d0000b27322f1b6c28ce5735646b2e569
April In Paris - 2007 Remaster/Rudy Van Gelder Edition,3QuSHJUfvuOyeKMS32Wckj,49.0,Thad Jones,0.509,0.224,-11.123,1,0.0327,0.736,0.301,0.327,0.17,,https://i.scdn.co/image/ab67616d0000b27330c9fa6efba5a91832325953
Have You Seen Her,3hRJmeg1d5bXdmUylhZbiO,49.0,The Chi-Lites,0.62,0.334,-15.598,1,0.0536,0.479,1.2e-06,0.169,0.298,,https://i.scdn.co/image/ab67616d0000b27385eb9246557d28d02b825c21
El Hombre Que Yo Amo,5OtonpNWhoAw9z3wRwM2TC,49.0,Myriam Hernandez,0.333,0.517,-7.428,0,0.0721,0.112,0.0,0.0267,0.199,,https://i.scdn.co/image/ab67616d0000b273b2ea8d5a2060c46c2b2c85f8
A Letter to Elise,4DdXOLc1VMAY34ourCn1Xa,49.0,The Cure,0.528,0.592,-13.59,1,0.0321,0.16,0.000916,0.223,0.728,,https://i.scdn.co/image/ab67616d0000b273e410fa31e3dfcc7521cde86d
Vole Muy Alto,48J8zASAodks2eLyRI0SNk,49.0,Los Huracanes del Norte,0.515,0.541,-5.914,1,0.0634,0.33,0.0,0.0708,0.57,,https://i.scdn.co/image/ab67616d0000b273095c1bb7772e58c3c3342c8c
El Cid,3mBQ4UV14Y5yxckDwaRhOn,49.0,Colmillo Norteño,0.727,0.919,-4.667,1,0.112,0.588,0.0,0.241,0.947,,https://i.scdn.co/image/ab67616d0000b273429f7769a689518a5c0f6cfb
They Move on Tracks of Never-Ending Light,3cIG78oBauowzEbkBwWADN,49.0,This Will Destroy You,0.645,0.188,-19.37,1,0.0377,0.546,0.836,0.0952,0.0748,,https://i.scdn.co/image/ab67616d0000b27346db3c1d529e0d7c0f7430ce
Finish the Fight,05eRZcYJ6jdeNb41UVoxaS,49.0,Martin O'Donnell,0.207,0.256,-13.38,1,0.0401,0.641,0.959,0.0893,0.0905,,https://i.scdn.co/image/ab67616d0000b273232c9d6c8c4b3be21d96bddc
Get Me Bodied - Extended Mix,3W1mdCYUHWewrVXnRsPntM,49.0,Beyoncé,0.925,0.728,-6.82,1,0.254,0.00408,0.0,0.207,0.667,,https://i.scdn.co/image/ab67616d0000b273026e88f624dfb96f2e1ef10b
