,name,spotify_id,popularity
0,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,76
1,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,80
2,Dirt Road Anthem,2qYsSHsYkihWx043HVJQRV,73
3,Love The Way You Lie,15JINEqzVMv3SvJTAXAKED,81
4,TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,80
5,Sure Thing,0JXXNGljqupsJaZsgSbMZV,75
6,POWER,2gZUPNdnz5Y45eiGxpHGSc,78
7,Talking to the Moon,161DnLWsx1i3u1JT05lzqU,75
8,Super Bass,0iYebKFUSfF72fUu2OW6ZT,72
9,Knee Deep (feat. Jimmy Buffett),0b2IVjeD268pYd7VUhmtKI,72
10,Grenade,2tJulUYLDKOg9XrtVkMgcJ,75
11,Dynamite,1DqdF42leyFIzqNDv9CjId,72
12,Animal,1fBl642IhJOE5U319Gy2Go,70
13,I Can't Handle Change,0I1eFRytp4XRhLCjT6tZm7,74
14,Bottoms Up (feat. Nicki Minaj),2IpGdrWvIZipmaxo1YRxw5,72
15,Raise Your Glass,1gv4xPanImH17bKZ9rOveR,76
16,Airplanes (feat. Hayley Williams),6lV2MSQmRIkycDScNtrBXO,75
17,DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,78
18,Marry You,22PMfvdz35fFKYnJyMn077,73
19,All Of The Lights,22L7bfCiAkJo5xGSQgmiIO,74
20,Not Afraid,7Ie9W94M7OjPoZVV216Xus,78
21,What You Know,3UjtIALeg72qmJiKPWBvM3,69
22,Danza Kuduro,2a1o6ZejUi8U3wzzOtCOYw,75
23,The Spins,51pshtuYkgUQnt5huMPbKL,70
24,Hippies and Cowboys,72Fnsr9pkCyXCmY3BS7sbx,69
25,Rocketeer,45sDIKapDyxPl307QpEAwl,69
26,Baby,6epn3r7S14KUqlReYr77hA,77
27,Whatcha Say,67T6l4q3zVjC5nZZPXByU8,68
28,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,69
29,Girl With The Tattoo Enter.lewd,1eUGmzzvahJjOSWgDHuRlv,70
30,Runaway,3DK6m7It6Pw857FcQftMds,72
31,Cooler Than Me - Single Mix,2V4bv1fNWfTcyRJKmej6Sj,72
32,Moves Like Jagger - Studio Recording From The Voice Performance,7LcfRTgAVTs5pQGEQgUEzN,69
33,If I Die Young,4u26EevCNXMhlvE1xFBJwX,68
34,Count on Me,7l1qvxWjxcKpB9PCtBuTbU,73
35,Nothin' on You (feat. Bruno Mars),59dLtGBS26x7kc0rHbaPrq,73
36,Right Above It,1kMuU3TNQvHbqvXCWBodmP,68
37,Colder Weather,23hDnIFoFlVTDA6y8YrJoR,68
38,The Lazy Song,1ExfPZEiahqhLyajhybFeS,71
39,On Melancholy Hill,0q6LuUqGLUiCPP1cbdwFs3,76
40,Corazon Sin Cara,0u4N6w5lBw5xMrzJitRWUo,73
41,Need You Now,11EX5yhxr9Ihl3IN1asrfK,69
