,name,spotify_id,popularity
0,Ambitionz Az A Ridah,20fBuVybkHgjF6vNhSMROD,78
1,What I Got,3B4q6KbHbGV51HO3GznBFF,72
2,Killing Me Softly With His Song,0Q0IVlqMV64kNLlwjPj0Hl,79
3,Bulls On Parade,0tZ3mElWcr74OOhKEiNz1x,74
4,Return of the Mack,3jDdpx9PMlfMBS5tOBHFm9,73
5,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,79
6,No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,76
7,All Eyez On Me (ft. Big Syke),5e7ldn9Kwo8Aw9Z8ql9cDj,76
8,Crash into Me,1HL3yEnYq8LEyFQ3QegA5V,67
9,Push,2KVwlelhxKUy8LVV6JypH3,71
10,3AM,5vYA1mW9g2Coh1HUFUSmlb,70
11,One Headlight,0z1b34WikhOH9ZxU8QDWcv,71
12,The Beautiful People,2aIB1CdRRG7YLBu9hNw9nR,72
13,Piensa En Mí,1xKP7GVLY33i5jmx1bB1Kk,70
14,Doin' Time - Original Version,4eamJr2k9YDH8j58RSTmSc,65
15,Wrong Way,2PdIo7ewQPuAsP99LVg9uy,65
16,Send Me on My Way,6hs3SDnbO3f6VQuPO4KBEb,73
17,Time Marches On,2TIEeLrOQrGnO2D2OeDDJu,64
18,Down Under,46RVKt5Edm1zl0rXhPJZxz,73
19,If I Ruled the World (Imagine That) (feat. Lauryn Hill),5PQmSHzWnlgG4EBuIqjac2,69
20,The Distance,0xMEF2WiqKWTIG7Krjungw,65
21,Pepper,1ng36571Iyov4HBxUClySn,66
22,Forty Six & 2,6AioOohg4bQZFA4jIYQQ2r,66
23,"Because You Loved Me (Theme from ""Up Close and Personal"")",28UMiBhn383n9S7GL4tsxD,74
24,Gettin' It,5K5dQsYdSdo2LKdepxbYAd,63
25,El Columpio,2OFmcOC5m9iAvt4kcdXBSz,66
26,Cum on Feel the Noize,6FBmHx1FuaSnTnnnaThgbF,67
27,Blue Clear Sky,59MIR30ATtW8kTaX3SCpq0,62
28,Ready or Not,3vZO25GdYuqFrR1kzZADnp,71
29,Nobody (feat. Athena Cage),4SF1747p541umnykBp352Q,63
30,If You Could Only See,4KoNBTm9a55KgLMtEaf3n6,65
31,ATLiens,2vfvGlqCB7oertO5VLE0sz,65
32,Cómo Te Voy A Olvidar,51dNexiESqcJLsGLrmg1Nv,69
33,Lovefool,0u4htORODiTK9vHVA89MQX,67
34,The Freshmen,21jEuMn2lf37715rwjow2M,63
35,Tatuajes,57dG9il4j7Hi7G8Cqgi0Ts,72
36,Can't You See (feat. The Notorious B.I.G.),174UISK3l7VRbigEHxEev7,63
37,Stinkfist,0pwObEOHolQZSldJ2q1wpy,65
38,Twisted,69QIVIjPMnI1ABLBqh9P1b,64
39,Only God Can Judge Me (ft. Rappin' 4-Tay),2Z6I3youZAlfRvsyzJAGQA,69
40,Straight Tequila Night,5pd09tZmcXpyaXcuzs1p7J,61
41,As Long as You Love Me,00WvmRXTkPBZNhhRK3xfdy,60
42,Cupid,3kVIFDE3G89I2RPVkiRaRj,62
43,"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)",6tYL1tBaqTcaqXIykzfF7M,67
44,Strawberry Wine,5Pgwi0iizu96RHxJ4xL3SH,61
45,Everybody (Backstreet's Back) - Extended Version,5WTxbyWTpoqhdxEN2szOnl,59
46,Caress Me Down,2JKlf0IYz5oWsT3OCLyjpO,61
47,"Heads Carolina, Tails California",6Lmx6bz3PGYuNSjKMnYBOa,61
48,"Spooky, Scary Skeletons",23V08GxMeaZNSf8Gy6KF6t,62
49,It's All Coming Back to Me Now,5EQzuYfTZt7B2LqlvTF49l,68
99,I Love You Always Forever,1PEqh7awkpuepLBSq8ZwqD,69
149,If It Makes You Happy,5XrfFo0JFOnWD9ZMNXGkQh,61
199,Real World,70fe354BpVKEvMY0de78YO,61
249,Un-Break My Heart,5Ihd9HrPvOADyVoonH9ZjB,67
299,Earth Angel (Will You Be Mine),11XR0tRT4g5ov4u8M92wbF,59
349,Ascension (Don't Ever Wonder),6l4TNbfPtNAOOlGIfceSaO,64
399,Bow Down,2Vpj5colB0MPy3Zg5SITEC,58
449,Ain't Nobody,2NVpYQqdraEcQwqT7GhUkh,69
499,Every Light In The House,2A7j0RLnzvvlUFrevBiOQf,59
549,¿Y Todo Para Qué?,53IpyJOqUIcCzCUtMjP9oy,68
599,Can't C Me,6POE7KXN1KzMGeAWlFeCB3,65
649,A Long December,1tjKIXd7DYNklhVSgBxREi,62
699,Two Dozen Roses,0e05wFNr6zg1ULcp4NKs1p,59
749,Tu Última Canción,7dWSrvzawBZPa7VVeHZBn7,66
799,Ænema,0nLOl4fSiBZKGFla5pLUtf,62
849,Lovefool,7aQjPecQdIuNd1sz3KCDhD,71
899,Daddy's Money,7itHyuODr4R7Fdz454zn3F,59
949,I Can Still Make Cheyenne,7yQMZQeiSKnvEgimeGPVhi,59
999,My Boo - Hitman's Club Mix,4c0rkFPszqQTyC753tsCMU,63
1049,Quit Playing Games (With My Heart),1nRwyxNsqCLeA17qR8Nfxx,57
1099,Crush on You,1bb6bROP3OXMHcPw84MtmN,60
1149,Garden Grove,5tFpkuwgFZQm3jv4PTX4VB,59
1199,Bound For The Floor,3cbTV3IZZvSBYVcl0xuZbY,58
1249,Criminal,6PNvv1dmDbOWrAYwEcuKBX,61
1299,Only You (feat. The Notorious B.I.G. & Mase) - Bad Boy Remix,6zOg9gP62RJSsKFeOBAgvH,62
1349,Burden In My Hand,1iArQTuOzxvrtniGmkyy92,61
1399,Elevators (Me & You),2oLwDI8tZUOh6SmTMRRfKs,60
1449,Ratha Be Ya N____ (ft. Richie Rich),2hZWz5WbF2bTBhPTpNXeLl,62
1499,Las Monjitas,2KJkMXZKvvV4jDdu8UM44e,62
1549,The Distance,0fsz7tJ7UKXT9hliLfO7aE,60
1599,I've Been Everywhere,59J3FhCGYl18G3ouDReUge,58
1649,Eres un Sueño,4gxzgTzA4MSLf5rje1rX65,64
1699,Sell Out,6SJ1hWFVBIiUgGgHKvwXCQ,60
1749,Let's Get Down,7qdo6JOOaaY9LadOAhfXq7,58
1799,Say You'll Be There,1yTQ39my3MoNROlFw3RDNy,64
1849,Only You (feat. The Notorious B.I.G.) - Radio Mix,7jg3Irt0hqnss3HvaPP2D2,60
1899,Seminole Wind,7xdQBiKGzfN8ripbLkihWu,57
1949,Enamorado de Ti,3pY68z0dH4i4gF1zzONS0q,62
1999,Beer,7qEm8Z4KFLdCMlv96KykVd,58
2049,Llorarás,2naqSVQHgiaoEpxtkVOhmK,67
2099,La Mujer Que Soñe,4ylbpmTRMsG2OST1MqAZ9S,62
2149,Little Bitty,2IY559smG7SXYk229NA2Vl,59
2199,Barely Breathing,75HZ6Wxnw8xbgz6HU9kKCS,59
2249,Present Tense,679zqcQuKakOGI93NPCqB8,60
2299,Fu-Gee-La,1rJM37Dd4OcSJvzI84yCcP,65
2349,Triste Recuerdo,5wLqk86XlgZCzP8mMG9PrF,64
2399,Steelo,5OQO6NEs89flntUWPtXUiG,55
2449,The Message,1AHfovSnGPVYKaahRtA0U6,65
2499,Be My Lover,7FoUzKTSQp25oe32pY9z5p,62
2549,Every Time I Close My Eyes (with Kenny G),2ezqQeBiC72gwMJoO4w1hA,62
2599,Kissin' You,1e5DTpM1WeggytDXbphivX,56
2649,Get Me Home,6Xo9osN1HErsEJoqwj4eDg,62
2699,Lamberto Quintero,5FWViyEsDYr3hkYmj10GxZ,62
2749,Se Murió De Amor,5iuGn3RXvfvHIyIe8fyxBE,65
2799,Carried Away,3wGoIFHqCl36tu9Ne3guos,56
2849,King Nothing,140u2dqlZbpi4ZLgeolKqA,56
2899,Swingin',3OYbmTwwQ1dTnGyKmgc1Mt,55
2949,Hell on Earth (Front Lines),1RjU7UhRICmdFPKxCucLgq,66
2999,Touch Me Tease Me,4xrBjUq18fvXK68DJEi5XM,55
3049,All for Love,4lsEHglVsLzILTDQ3CNESV,70
3099,Dead Presidents II,3nDYsXggRQxf7PCNUjR4rz,55
3149,You're the One,67ZorjDM25q7bETfLbHdfS,57
3199,Standing Outside a Broken Phone Booth with Money in My Hand,5hcer4MP5GeHqtSjDYx5AC,56
3249,Back 2 Good,64XSAtXpCJUmadm3fkpH4z,56
3299,6th Avenue Heartache,1qEyqHR1xsj2MC4Qy0dsaI,57
3349,Rusty Cage,4VNvzf9nHWAZBHAJxfzVcy,55
3399,H.,5fYzuUxtcaJaRRaxMoM2DT,58
3449,Follow You Down - Edit,5f2wSctNJlAOUAaRxQAcoM,56
3499,#41,2nklcPJ3YhYJfC2ibStXz9,54
3549,Eulogy,0RVFjx2HwbHcl5SCSADpFP,58
3599,Back Where I Come From,4BbwjVS27IuC7bvN7qzAvS,54
3649,Witchcraft,3BTsv0FthgmDwyKlYShwJF,60
3699,How Bizarre,0wJyFu6JHwUoKQN5X3uzVe,55
3749,Lluvia,5Ba4YFq13YdsTosd7mwqzi,62
3799,Have You Ever Really Loved A Woman?,32Gf5A7Hr8RdgggXG0Fdks,69
3849,Humans Being,6srExnnKuvR3MvUqDHt1Ty,57
3899,Shorty Wanna Be A Thug,6O6jYPwFgoAtNg2LvZ6fNt,59
3949,"The Gangsta, The Killa And The Dope Dealer",3p1oRfbN2RrDdSyG8S7itI,53
3999,Po Pimp,66AMCAjrOk7c957i3ej06f,53
4049,Jazzy Belle,6w4MlvpuxtbjGdL9YeTx89,57
4099,Sunny Came Home,4mOxpj82q6n3EO7HBZCelX,57
4149,I Believe I Can Fly,2RzJwBCXsS1VnjDm2jKKAa,62
4199,Desperately Wanting,7GuLQiPvQbfzP0kqcvgIQQ,55
4249,Can't Knock The Hustle,05Iawel3maRW3mSHYmXxMZ,53
4299,Goin' Through The Big D,4s6Q9zPmiYcpo5MR7uoVnt,54
4349,All By Myself,0gsl92EMIScPGV1AU35nuD,66
4399,How Bizarre,46q5BtHso0ECuTKeq70ZhW,66
4449,Ahora Pienso Más en Ti,0Wk9GL93sEFFl19SjrNlxD,59
4499,Where It's At,3Pdjem5pj41gilOgXqkNtL,54
4549,2 Become 1,36AWdhZIGLUTkWpJDhe7va,66
4599,I Finally Found Someone (feat. Bryan Adams),2WthqeuPLwn0CHwCMrlt6L,64
4649,A.D.I.D.A.S.,0xgsyoVvRFSYvV5cdtYhX1,59
4699,People of the Sun,3QjQp2bfAvLTCSi8Zhzqis,58
4749,Knocks Me Off My Feet,4o1E2c0ye1RlIJJqOM0dqP,56
4799,Same In The End,3kGt9uxpJzKTxwp2uJHrU5,54
4849,Everyday Is A Winding Road,0t6DAi9KEiaWOtgTTXGhD2,54
4899,Trippin' on a Hole in a Paper Heart,2gdtLnVGGg80Kj9GiqP0vH,56
4949,La Calle De Las Sirenas,1SVm64B4Ry7dqFSxHY8e65,67
4999,Get It Together,4eDCsyIHTSu3cQZ5wDIyP7,52
5049,You're Makin' Me High,5bJ796cOnGBzSN5bm4mwMj,58
5099,I Will Survive,0qgiFuYhYuwtFXEwYakddE,61
