,name,spotify_id,popularity
0,Jessie's Girl,5RsUlxLto4NZbhJpqJbHfN,71
1,Tom Sawyer,3QZ7uX97s82HFYSmQUAN1D,72
2,In The Air Tonight - 2015 Remastered,18AXbzPzBS8Y3AkgSxzJPb,77
3,Super Freak,2dCmGcEOQrMQhMMS8Vj7Ca,76
4,Tainted Love,58E1XVmZTODC67YNjneuXM,67
5,Centerfold,1ynmMEK1fkyiZ6Z6F3ThEt,72
6,A Country Boy Can Survive,77dcKrzRUI02XjHd2okARp,68
7,Start Me Up - Remastered,7HKez549fwJQDzx3zLjHKC,76
8,Juke Box Hero,00qOE7OjRl0BpYiCiweZB2,69
9,Let's Groove,3koCCeSaVUyrRo3N2gHrd8,73
10,Burnin' for You,3fkPMWQ6cBNBLuFcPyMS8s,68
11,Working for the Weekend,35k31HZI4z9PbBOioaI4dZ,68
12,Every Little Thing She Does Is Magic,44aTAUBF0g6sMkMNE8I5kd,73
13,I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,73
14,Don't You Want Me,3L7RtEcu1Hw3OXrpnthngx,74
15,Open Arms,2w4EpqGasrz9qdTwocx54t,70
16,Limelight,0K6yUnIKNsFtfIpTgGtcHm,65
17,The Stroke - Remastered,52KvuGmgcgRdrLMXOtda0E,65
18,Never Too Much,3nFJbZCHP4d9vduKjJLdBL,71
19,Lonely Is The Night - Remastered,28eg5bkYvIHT7HPmzZFwLN,64
20,867-5309 / Jenny,6iX1f3r7oUJnMbGgQ2gx1j,63
21,Unchained - 2015 Remaster,6fHS0zmDdDKktklfaqojaF,64
22,Waiting for a Girl like You,2OgVsp77En2nju8pnCieVU,70
23,Heart Of Glass - Special Mix,0a4agFmqHXxcZl1nho1BxM,71
24,Private Eyes,5HQ639Z3ms3hnZx0KfWnkp,64
25,Edge of Seventeen - 2016 Remaster,7L3b6iaVhDVjfo52Hbvh9Z,65
26,Stone in Love,4cgSBnNzOo9rhwzUczB7HI,62
27,Don't Stop Me Now,3lrNq7iGL5r3KS93YiKAbC,59
28,Kids In America,1YGZyfvdgZxzipWoWYVKxi,69
29,Arthur's Theme (Best That You Can Do),5fnOrhQ4KgT5irGCjIccGH,69
30,Bad Reputation,7pu8AhGUxHZSCWTkQ2eb5M,65
31,Live Wire,06EC9TibZK2mACTZ2usK1h,64
32,Give It To Me Baby,13v3siPyvy5TTEZYmGPPse,63
33,Pancho and Lefty,2hckAvL66faAcR0Fk64hj6,61
34,A Life of Illusion,19P4fwkPhE6yVAXApFWDoF,60
35,Golden Brown,2AX5E86cn9n2dgioZEjirI,72
36,I Can't Go for That (No Can Do),41dDygR3r7e926oGUXfrLt,64
37,Mean Street - 2015 Remaster,1eGSgC6ZhJ8D4nrZZ83LyA,62
38,Down Under,3ZZq9396zv8pcn5GYVhxUi,67
39,For Those About to Rock (We Salute You),17lu4tymfnhmcIDlzBbtAb,65
40,Bette Davis Eyes,0odIT9B9BvOCnXfS0e4lB5,72
41,Just Can't Get Enough - 2006 Remaster,0xuXRQJfxmdP6gvfDe2Z4L,61
42,Killer Queen,4mKlzy0qaK1c2Qw5e2VqpF,58
43,Who Can It Be Now?,5rfJ2Bq2PEL8yBjZLzouEu,66
44,We Got The Beat,5kz9GDBTX846OXwqWoyKzF,60
45,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,66LhCsc06aTa2Ig7iYPDSP,61
46,El Muchacho de los Ojos Tristes,41JBXtssxYuLMyiBwwlnY6,64
47,Elvira,0mG66FLhO0iZ6XCAGdjpax,59
48,My Kinda Lover - Remastered,6g14FUj5zU9FDRwBi963vS,58
49,Heavy Metal,1XxUDJp9zsjd6tBSvE3la4,60
99,Tight Fittin' Jeans,5sRLBlFHRFk3LerdiGs4Z6,57
149,Genius of Love,6UBQONiLH8kNmmB8UrV2Ef,57
199,Weatherman,0XqB5gOpCdI9vV3MhKQyyX,56
249,Who's Crying Now,5IK2FtuC0qmHHam9sWFxUI,59
299,We Will Rock You,0z4ZkIPi5VXJksMtd18seX,55
349,Tempted,5r2z0FHOoFI06GZEVGDjzM,59
399,Too Much Time On My Hands,4hWUOIDHda9XOb1zDchftP,57
449,Our Lips Are Sealed - Single Version,1GVnAD8Iz45rux6EC657Yv,58
