,name,spotify_id,popularity
0,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,82
1,Viva La Vida,1mea3bSkSGXuIRvnydlB5b,80
2,Gives You Hell,6ihL9TjfRjadfEePzXXyVF,72
3,"You're Gonna Go Far, Kid",6TfBA04WJ3X1d1wXhaCFVT,78
4,Heartless,4EWCNWgDS8707fNSZ1oaA5,76
5,Low (feat. T-Pain),0CAfXk7DXMnon4gLudAp7J,80
6,Kiss Me Thru The Phone,2q4rjDy9WhaN3o9MvDbO21,76
7,Toes,2Esf7NTKQNCPE4G17QvVCs,72
8,Love Story,1vrd6UOGamcKNGnSHJQlSt,71
9,Walking On A Dream,5r5cp9IpziiIsR6b93vcnQ,76
10,Mary Jane's Last Dance,3dmqIB2Qxe2XZobw9gXxJ6,73
11,American Boy,22UDw8rSfLbUsaAGTXQ4Z8,78
12,Whatever You Like,1IAzD1muglOxOcPbUHs70R,74
13,Sex on Fire,0ntQJM78wzOLVeCUAW7Y45,80
14,Savior,3asFGFY3uLjMDmML1p0tYm,70
15,Make You Feel My Love,6P7tTFzn6oNa0GL8w8oazE,73
16,Poker Face,5R8dQOPq8haW94K7mgERlO,72
17,In Color,7CNd7rjfVt74TFlcOcnZgN,69
18,Just Dance,2x7MyWybabEz6Y6wvHuwGE,71
19,Halo,4JehYebiI9JE8sR8MisGVb,77
20,Hayloft,2kS6td1yvmpNgZTt1q5pQq,74
21,Skinny Love,2cbic3TiUENlJX91y67ARR,72
22,DONTTRUSTME,5jzX4dWVQeBTtfBaXnMRt5,70
23,You Belong With Me,3GCL1PydwsLodcpv0Ll1ch,68
24,So What,0JiY190vktuhSGN6aqJdrt,76
25,Miss Independent,34ceTg8ChN5HjrqiIYCn9Q,68
26,Take A Bow,3goSVuTt3fDYDP6kRnFwuL,77
27,Should've Been A Cowboy,18BajNiyvH6GpYshB0unrm,69
28,Arms Tonite,1rRwwqteLePmi70PGaC8ah,72
29,Disturbia,2VOomzT6VavJOGBeySqaMc,74
30,Umbrella,49FYlytm3dAAraYgpoJZux,80
31,Forever,3NZJlJemX3mzjf56MqC5ML,74
32,Use Somebody,5VGlqQANWDKJFl0MBG3sg2,76
33,Bad Girlfriend,5m7on0zpnmeAXy72ANrmfU,67
34,Lucky,0IktbUcnAGrvD03AWnz3Q8,76
35,A Milli,6ScJMrlpiLfZUGtWp4QIVt,70
36,I Kissed A Girl,005lwxGU1tms6HGELIcUv9,68
37,Live Your Life,3jlbL2OTD5YmIunYzgQTAN,75
38,Put On,5dANgSy7v091dhiPnEXNrf,69
39,You Are the Best Thing,1jyddn36UN4tVsJGtaJfem,69
40,Breakeven,38xWaVFKaxZlMFvzNff2aW,71
41,Addicted,3pxCXv0NACYfYnLjFcQW5D,68
42,A-Punk,1595LW73XBxkRk2ciQOHfr,67
43,Womanizer,4fixebDZAVToLbUCuEloa2,75
44,Alright,5JlH51YDYsGj2dyEJKKjcN,67
45,It Wasn't Me,0OaunKfsxkgBvPv68jBbmm,66
46,Lollipop,4P7VFiaZb3xrXoqGwZXC3J,69
47,A Drop In The Ocean,5JDcQAztvZTIkrWoZihgvC,72
48,Hot N Cold,1y4eb6hmAvsqlDOl3fx9kk,66
49,Undead,5wBLDkxVvclanSitx5jq8e,67
99,Mrs. Officer,0EHR9OObFtjlhQB8wSt1m7,66
149,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4LloVtxNZpeh7q7xdi1DQc,74
199,Breakeven,285hMzLhJwHVLe9QT9qilk,72
249,Burn It to the Ground,1jq28NGw6wdtFKx8MBPy6C,71
299,Indestructible,42ZVk59gT4tMlrZmd8Ijxf,70
349,Don't Stop The Music,0ByMNEPAPpOR5H69DVrTNy,77
399,Burnin' Up,2VEsmoek0sol9MnJFyoG9e,68
449,Second Chance,0CwYG1UnRmOx8Q1EzElCIL,67
499,Paparazzi,7Hqig8kp32q2Ire3ECQvWM,66
549,Nine in the Afternoon - Single Mix,1S30kHvkkdMkcuCTGSgS41,64
599,If I Were a Boy,26NX1wPt1TRCH536yocd6i,68
649,Right Now (Na Na Na),1ARJhjuI6TNYZCxYygFQ4F,66
699,Body,0VmREvheUiN0xgM5fJYQqp,68
749,When I Grow Up,21pySLskKIKrhDziCX5ojQ,71
799,Sound of Madness,0W9Xvd4Qx1aZPxEi94vgRY,66
849,People Are Crazy,5JnLiuMgRAWoHYOhatFP3s,65
899,Dead And Gone,7IhsLJMqdxoo7YAZjaSMru,68
949,Sexy Can I,1q51MejmtLKEv8mABG8XRE,66
999,Whatever It Is,2ISojTv3VUnimEOiLddIw4,64
1049,Blame It,08uGhvS5MfBk7crUCpnjva,65
1099,Leavin',20ORwCJusz4KS2PbTPVNKo,65
1149,Crush,4wCD0qOFNRu1Q6O3N6ycm4,71
1199,High Cost Of Living,73sWpECi7iZrcISLSRxuaH,63
1249,Love in This Club (feat. Young Jeezy),5j0McHPthKpOXRr3fBq8M0,68
1299,Love Lockdown,1kxeWHF9PrCVZHvVskv8lg,67
1349,Ice Ice Baby,3XVozq1aeqsJwpXrEZrDJ9,70
1399,A Milli,1xPW9rS8dkuJP46WBTqU2C,62
