,name,spotify_id,popularity
0,Sweet Dreams (Are Made of This) - Remastered,1TfqLAPs4K3s2rJMoCokcS,81
1,Every Breath You Take,1JSTJqkT5qHq8MDJnJbRE1,83
2,I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,79
3,Break My Stride,1mCsF9Tw4AkIZOjvZbZZdT,76
4,Girls Just Want to Have Fun,4y1LsJpmMti1PfRQV9AWWe,77
5,Sharp Dressed Man - 2008 Remaster,1UBQ5GK8JaQjm5VbkBZY66,73
6,This Must Be the Place (Naive Melody) - 2005 Remaster,6aBUnkXuCEQQHAlTokv9or,71
7,Rebel Yell,4TIJ7zSBNejpoIPaWpWRKc,72
8,Faithfully,57ebBLITHpRgRKGrlbxMZS,68
9,Blister In The Sun,2ugghimAssmeO3YpFIV7mb,69
10,Separate Ways (Worlds Apart),4ECNtOnqzxutZkXP4TE3n3,67
11,Pink Houses,5JKQMoGmXwDHCodn5pFVHB,64
12,Cum on Feel the Noize,3vV3cr2TpPqFk07zxYUbla,69
13,"Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",61dYvvfIRtIDFuqZypPAta,63
14,Photograph,18URo35acNKRTHfEdjTcGn,66
15,Karma Chameleon - Remastered,2wSAWEYUHkt92X4SBAPqZE,73
16,Sister Christian,57trQKFZdJxHia4sMJioWk,63
17,Time After Time,7o9uu2GDtVDr9nsR7ZRN73,72
18,Dixieland Delight,0bM1z18RQpr61UuI1LemIK,62
19,That's All - 2007 Remaster,2zFdsAIk9r2Mi7Lmm1w3sM,62
20,Pride and Joy,1a2iF9XymafjRk56q7oCxo,66
21,Shout At The Devil,1hqrYSqvNc9x3BETX1cZhk,66
22,Bark at the Moon,2E7W1X4maFFcjHrVrFA7Vs,66
23,Maniac,0QKfiqpEU4h9ycPSzIFwYe,74
24,Burning Down the House,2VNfJpwdEQBLyXajaa6LWT,65
25,The Trooper - 2015 Remaster,1Ab3hhOw1TJWDgO10vlxNZ,60
26,Age of Consent - 2015 Remaster,2EEinN4Zk8MUv4OQuLsTBj,67
27,Buffalo Soldier,7BfW1eoDh27W69nxsmRicb,71
28,Let's Dance - 2018 Remaster,3ix6K4wZY29bCujrSznwFZ,70
29,Holy Diver,57fqmDaokbxZ3TaB0jp39q,61
30,Owner of a Lonely Heart,0GTK6TesV108Jj5D3MHsYb,69
31,The Longest Time,5DH7nDryMhpixm4G4B7RP9,64
32,Gimme All Your Lovin',0OBwxFLu6Yj61s2OagYbgY,69
33,Rainbow in the Dark,2PpNgmrS9mAyrkRAwn6YPq,60
34,99 Luftballons,4ZhPLoMzZwewHLLjV1J15c,73
35,Got To Give It Up - Pt. 1,7ohR0qPH6f2Vuj2pUNanJG,65
36,Metal Health (Bang Your Head),28clONjZmul6FjfO6tZQDE,63
37,Rock Of Ages,2AmEv442DGwSxMGZ9XEvBA,62
38,I Guess That's Why They Call It The Blues,23l1kVpqMVREiwU1YAlcr4,67
39,Modern Love - 2018 Remaster,3gxEZXUjrNbl3TlSrTGbR5,68
40,Stuck On You,0ROwoz82DIW4tOzkxYnSjf,60
41,Sunday Bloody Sunday - Remastered 2008,6C4LXC9UFH1IKiHYOp0BiJ,71
42,Seek & Destroy (Remastered),5DrNFzZZZVfXaEZCaceKnp,59
43,Between the Sheets,3ApIYu95WxjzpQCnsLBbrv,60
44,Our House,1qV6e4ITnfGmA6m6Vklvbi,58
45,Eyes Without A Face,0pUVeEgZuNyFzIMKp67RbS,67
46,Looks That Kill,5uRN4EmPA7BWs5f4xsIl0Z,62
47,Hello,0mHyWYXmmCB9iQyK18m3FQ,58
48,Shakin',1PUwqWUz1Zz345y1s9YRv1,57
49,Mr. Roboto,7C0rG4oWO7VeZcffyW1sK9,60
99,Lick It Up,3cXiUuiGpFmZ8OdAWKk8Ck,63
149,Institutionalized,7G83ZwD2msTtFaBQExc8QB,59
199,Authority Song,38Lf9Im0jQhAaKx8ehQM1S,58
249,Mad World,0Qv7xi6uPSqH2k82tOkGSt,65
299,Here Comes the Rain Again - Remastered Version,78RIER8V6EhrqVPOBi2GYa,63
349,The Safety Dance - Extended Dance Version,2IqPRjJAcLvPqAEbnB2VJz,54
399,One Thing Leads To Another,5B37ocpk2zxeZL1lq5F6ui,57
449,Always Something There to Remind Me - 2018 Remaster,3ZXcjz3A5vNsR5dA1e6ITl,58
499,Talking In Your Sleep,7fRvtXvJMpGfTLdF0M09a1,61
549,Foolin',1wv8bYmoqY3TAKKQY3Qn7t,57
599,Legs - 2008 Remaster,7t6CAWplijBj4sdl0q3z0e,61
649,De Música Ligera,2WD9ggmpZE7Wodh3qVVCgg,54
699,Texas Flood,5MtN38MGEWJt60LwtBmFNP,59
749,Balls to the Wall,2dbOYFfS7r7NAzquRvji9A,60
799,We've Got Tonight,5vXsj8L4DK1gGQ43BBG028,65
849,Jump (Original Mix),1kIu9zpYtWjgrLlsactlna,64
899,Sunday Bloody Sunday - Remastered 2008,4nuUssdgKFy2QyYHHNkZQW,63
949,Brown Eyed Girl,2ICMnjBhI7xQhI6dV3Z78P,54
999,Sunglasses At Night,5uRsBdLhn91AYcsTCOGNOC,55
1049,She's A Beauty - Remastered 1991,7HF88mJXq8DpotZohoW2mo,54
1099,Think I'm In Love,6mJQe0vTIojlxwyMwwy6YR,54
1149,Holiday,3ibAzRj9JnowdoLkyllk3n,58
1199,Time After Time,6G41H0Zd0kQ1WXWDoEotoJ,61
1249,In A Big Country,1tAFvq63jO3n9WaDCZPJNh,53
1299,The Four Horsemen (Remastered),4YPgTCGJWAlHQ5g6eWoM8r,53
1349,Straight From The Heart,5eaK7PLGwyDXmHfTdWZZuE,54
1399,Mary Had a Little Lamb,0nFZ2HQRnIxiwraCm2X6Uq,58
1449,Tonight I Celebrate My Love,7JOyY9GA3P2Evx50oetDKb,63
1499,Kiss Off,0Jf9d1BEYPcxK8NwGj194O,54
1549,Ain't Nobody,53Za5vyGc1x7GxgJVRjRKc,62
1599,This Is the Day,3zf2eLN9Yf8ayZO5cn4Xh5,53
1649,Total Eclipse of the Heart,1VrfLrBviw9A6JzRoo3t2C,65
1699,King Of Pain,1V15l05snHYHYVxerjMFGo,59
1749,On The Dark Side,7DhNAYOzIRkEFqimYl2s1G,51
1799,Too Young To Fall In Love,2rVZC1JG8pBIuUUdrpvjPx,56
1849,Let's Dance - 2002 Remaster,4cVHMHgmWgudD399ZdhQ3L,64
1899,Seek & Destroy (Remastered),6vVRtEW5T51Zd8qnyrshR1,52
1949,Big Log - 2006 Remaster,7257drAN3eTtaaUUPw95B3,59
1999,Breaking the Chains,2W7CvGjipq3EmHqNGN7lN9,56
2049,Kiss You All Over,3FGcQkWQlkeB82RdZwlw8V,57
2099,Holding Her and Loving You,3bQt4ZM4WM4NDgulry4fTn,52
2149,Too Shy,6WEBIVqiEsevfgJefTyuQQ,59
2199,In the Mood - 2006 Remaster,1fOrdq5lDitklPno27DeHV,52
2249,Add It Up,3G19lVvFje61D7q1uG3QjD,55
2299,La Gata Bajo la Lluvia,2kfSFdq2h0xLXq01em1zc7,66
2349,Jingle Bell Rock - Daryl's Version,6pVW5LRWgeLaHudxauOTJU,58
2399,Overkill,3iA4foXIFpekwHyma7pRs1,59
2449,You Look So Good In Love,0J3AaAp2XKLhfvNNYE6iie,52
2549,China Girl - 2018 Remaster,5Ei9o2fHEnfHb84YrPuz4v,60
2599,Tell Her About It,6kCJMxv445L2okuTiou1fR,55
2649,Johnny B. Goode - 2002 Remaster,5uPYEStMW3KsXnnLV7iCTw,62
2699,All Right,5tE2kEW1Jom3Qc93UPBT79,62
2749,She Works Hard For The Money,3FlOciKDqFlTMPeC7t92Qy,59
2799,Jose Cuervo,5i3m1HZBzurdMu9zzjBY7r,51
2849,Send Me An Angel,3HCDGtLZabH3umLgwCBpDB,56
2899,Wrapped Around Your Finger,400ZJAUFuEuIGXhr7ie4xf,56
2949,Human Fly,0ElRzK07sc9eszyk1ea9Ab,55
2999,I Heard It Through The Grapevine,37j56IWzpplKE5zrlQRmxc,60
3049,Candy Girl,72OrfuJ9RxfLCoqAMeKHCZ,50
3099,An Ending (Ascent) - Remastered 2005,1vgSaC0BPlL6LEm4Xsx59J,58
3149,If This Is It,2pAdtQuiEVGr7nOXGiv7t4,50
3199,Uncertain Smile,7d8NzhD3rycPayNCzmb9rK,50
3249,Screaming in the Night,25suYHVUwWFTG6G31kuhZH,53
3299,Send Her My Love,48Wu7j5ANO17SOpjb3oVPC,52
3349,Lenny,0h4jHdNzUrV9eGR2PT5R8c,54
3399,Subliminal,2zeAo1ddhjm1TioD77dDSV,52
3449,Synchronicity II,5ynO8cYFjDwELIZfFHHeYe,55
3549,Rastaman Live Up,2wFw6mZzzABL9gktquq7I5,58
3599,Club Tropicana,6tASfEUyB7lE2r6DLzURji,67
3649,Police In Helicopter,0mD19MC6H0OzHvEUADHypU,60
3699,"4 Impromptus, Op.90, D.899: No.4 in A Flat Major: Allegretto",4acoaqSa5dno7qMFExRG2w,56
3749,All Through the Night,2CIDqYfIYfl9vx02wIyCG9,58
3849,Red Red Wine,1tOE1dIyIjsfLJWiQ4ZRJW,58
3899,"Promises, Promises - US Single Version / 2018 Remaster",6n4t5iMFjHmA3ErCOLT9O8,51
3999,Always Something There to Remind Me,0KlJjhnfwAnPacNd7EH45J,51
4149,Black Sheep,5EPQbU0wk70Btiu9onZR48,50
4199,At The Hop,4LcrHUkRmXG3c0YD5VYutn,54
4249,Keeping the Faith,3nulzAA8PNw1nZcUbrNxcf,50
4299,Lucky Star,2hWI9GNr3kBrxZ7Mphho4Q,53
4349,Too Late For Love,5vHyWEoEyIJT5RhR1fcN7y,51
4399,Your Silent Face - 2015 Remaster,0eKRwDBVWxCXWpLYFYrbd1,54
4549,Think of Laura,5jLq63jMFWg0dKHnht6YI0,59
4599,An Innocent Man,1Gg14U26oq94uWcG7khccX,52
4799,Mornin',4TxBGpTxrNvRNhF39Dl3NQ,58
4899,Holiday Road - National Lampoon's Vacation,38i0QcGQ9hu8PMk4QObUTj,53
4949,Hold On,1NZAeh2a8Y6Ry5hGBPGP1e,52
5049,The Reflex - Single Version; 2010 Remaster,4sz1Ng2Cgidfqqiy0pNL6R,56
5099,Love Struck Baby,5MVMARaMoclifNmBtPu0dD,53
5149,Time Will Reveal,5dOAshdEVLDMjHBnlMrX12,53
5199,Got Me Under Pressure - 2008 Remaster,1jzZZsfzxsebFa6KpWXaAr,53
5399,"Water Music Suite No. 1 In F, HWV 348: 2. Adagio e staccato",7yCiB5SKKm9guqoonT9kVI,53
5449,Jump (For My Love),3L9ClO1W5KmebIXTrlKShF,57
5499,Ten Seconds To Love,2ABRY6jgqgSUyS5B1YdNIn,51
5549,Leave a Tender Moment Alone,4Qw41GUmS4rF7GR3am9Rt6,50
5649,The Kids Are Back,7xzmJPFQAn0O1ZYYtbGRlz,56
5699,Estrelar,2koS4fD3kzizdnzWzyrxyT,57
5749,Burning Down the House - 2005 Remaster,3yO1OjqT59JyjHaQZcCYDX,51
5799,Girlfriend Is Better - 2005 Remaster,6VyR9z26oKw6BvlwSjqvoY,51
5849,Helter Skelter,0LJjpgy8SBqDKyTlS7RwEy,50
5899,Black Magic,4cJhBmeJ7KiBeuy7oxRnZ3,54
6049,Pale Shelter - 2nd Single Version,0Xam0zVac3hKWWN4OQ5Gdr,56
6099,There's No Easy Way,7ePEIbrsRXk9En7noiLAo7,59
6149,Leave Me Alone - 2015 Remaster,0F0imGVd7KnvQPkBmVtPo9,51
6249,"Knock 'Em Dead, Kid",6eQJHIrPxZHC3zCHKijXZk,50
6649,Y No Hago Mas Na',4fHYtAHpAmsFDq7kTLzgh5,54
6699,How Do You Keep The Music Playing,3lrpllvYQtR0WxSe5PLVLG,53
6799,Almost Over You,5mKqa89zAVKXMRY92haT6p,55
6849,The Final Cut,5y1Uc72BAKxaleTEXpcJJq,53
6949,The Cutter,617ahruubznvqzv7Nas3QX,52
6999,Castillos,1Wv08uEqny4IZk45kPH6rx,59
7099,She Bop,2FAL6hxj5Qxuj0kWOkEOsF,51
7199,It's A Mistake,1ArdfXwdvwzapms9p1wxEb,53
7499,So Tender,0Dt1B5dNfajRczQKZA87aL,56
7699,China Girl - 2002 Remaster,7Dy1LOaEeuYOEe5k17T3Rh,56
8149,Jeopardy,7LmDmvqagpX0PKxveGtZTa,50
8199,Feel My Love,4YBkvX49JKn9hZYGuRFmxW,50
8249,Guns for Hire,31F5kR9fPxI7lBV0Stfl4V,54
8299,New Year's Day - Single Edit - Remastered,7ErWGndDTgKlSkVKe9XDNJ,57
8549,Evil,6LGoJAyN1xAqF3VJZt0MKx,51
8649,Yah Mo B There,5edioRF5SIeNzZafgd1Py1,53
8949,Ebony Eyes,71JkyCi11ETSz58jhgg2YE,50
9299,Deep Blue Day - Remastered 2005,50mL6pbI0uI6YX1xbSer7g,51
9449,Say Say Say - Remastered 2015,1db0gbTSKdRQum8VlbNkiO,60
9499,Gitana,4VTb5wB46sZDsfL8XgroGt,57
10099,L'italiano,2S7RApTsKT0CtYojYq2cKz,62
10199,Where Are You Now,082KyGrUIooHcyyElugozU,58
10449,Change,2JhIaeltCDCcp02K936tgx,51
10549,In Your Eyes,1nHN3m6EzCzKAmDgwoLBMD,57
10699,Me Gustas Mucho,4xOwXgFblfFi56IVkAdmdg,55
11049,Theme from Harry's Game - Remastered,2hcxPnu5RljXH0eMOtctuF,57
11249,月亮代表我的心,3Srw8isgDzmYsgwDi4MtbD,51
11299,Cat People (Putting Out Fire) - 2018 Remaster,25ceFvWSaI3zoy9hhNYDqu,50
11699,Girls Just Want to Have Fun,0QVgZCAnasHo3TevIz7XLW,54
11749,In A Big Country,4cY1KFcIcTkjXxxF4KVDpY,52
11949,Baby Jane - 2008 Remaster,1wrT33b6HuKlpk9ziscEUY,60
