,name,spotify_id,popularity
0,Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW,73.0
1,Welcome To The Jungle,0G21yYKMZoHa30cYVi1iA8,72.0
2,Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,79.0
3,Paradise City,6eN1f9KNmiWEhpE2RhQqB5,72.0
4,Never Gonna Give You Up,7GhIk7Il098yCjg4BQjzvb,68.0
5,Pour Some Sugar On Me - Remastered 2017,0PdM2a6oIjqepoEfcJo0RO,74.0
6,Fishin' in the Dark,7lJbTVbDEMa3w7NFamrwdq,68.0
7,Just like Heaven,76GlO5H5RT6g7y0gev86Nk,66.0
8,I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO,78.0
9,"Forever and Ever, Amen",1ipcb9qXpSHWhSUvdxJhsx,67.0
10,Here I Go Again - 2018 Remaster,1qOU8KzFifXE9YrgjVwYvc,65.0
11,Little Lies - 2017 Remaster,4CoSCPlKNrWli7E5kFtbcl,74.0
12,"Girls, Girls, Girls",5xLyTbCFONUGUuG0LtUxjn,70.0
13,Smooth Criminal - 2012 Remaster,2bCQHF9gdG5BNDVuEIEnNk,76.0
14,Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,74.0
15,Heaven Is A Place On Earth,58mFu3oIpBa0HLNeJIxsw3,65.0
16,Dude (Looks Like A Lady),6gQUbFwwdYXlKdmqRoWKJe,70.0
17,Nothing's Gonna Stop Us Now,3X7uFMzJrEE0sxn62qd8Ch,76.0
18,Need You Tonight,5eU8qMd0TpaLqTGDZJaLDs,64.0
19,I Think We're Alone Now,4uvjOKsp7mSjrDhWdkLPBY,72.0
20,With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH,79.0
21,It's The End Of The World As We Know It (And I Feel Fine),2oSpQ7QtIKTNFfA08Cy0ku,69.0
22,The Way You Make Me Feel - 2012 Remaster,0sKlV58cODrjxGFOyf9IXY,72.0
23,Alone,54b8qPFqYqIndfdxiLApea,73.0
24,Boyz-N-The-Hood,5RGXoZt1qxmAErdhbyKJKq,67.0
25,Seven Wonders - 2017 Remaster,1VN2vWSkSmMKOhxr8lHzSx,68.0
26,Ahora Te Puedes Marchar,1uKjQoh8JZj9ryuYRhpd7E,77.0
27,Hysteria,2PFIZFcGry0po3ZfRZkzKc,68.0
28,Wild Side,41wWrTueWew7qUU0Ru87Mp,64.0
29,Man in the Mirror - 2012 Remaster,1kiNatIrwDusOZfR29W0LJ,68.0
30,Patience,1OEoNpiyqBghuEUaT6Je6U,68.0
31,Bad - 2012 Remaster,5lWFrW5T3JtxVCLDb7etPu,69.0
32,Is This Love - 2018 Remaster,0IhUdJRoolbYeEMPL59XPm,58.0
33,Got My Mind Set On You - Remastered 2004,3OeUlriM0EZHdWleJtjoVr,70.0
34,Never Tear Us Apart,1qQSRy9DjrGh3jtsSCU6B1,60.0
35,All My Ex's Live In Texas,7k1Xm1wy00hCKJDYJL5p1n,58.0
36,Still of the Night - 2018 Remaster,40GS2O35HIqhOVCFZZTfFF,57.0
37,Touch of Grey - 2013 Remaster,0mJQlCl9YgxW7kyeltNiVk,59.0
38,Cherry Bomb,43oPpqzWPSZmeiwYicmzjG,61.0
39,Love Bites - Remastered 2017,3Dfy8YIxq89i84t108TvMi,64.0
40,Animal,4qjscZh4jfhkpcQG4ZQfi2,62.0
41,Blue Monday,6hHc7Pks7wtBIW8Z6A0iFq,66.0
42,No Nos Vamos a Olvidar,5n3wmq8bfX0Kq2PHsAtIpm,63.0
43,Father Figure - Remastered,0L0T4tMAaGqLgIVj1MOj9t,65.0
44,Holiday in Cambodia,2OuNnwnNQyWrF47pthWxNb,62.0
45,Going Up The Country,57460SJgSpCXaRJ9YIYHxy,63.0
46,Rock Steady,1YCsTFttuHAzgfEWKdOb9K,55.0
47,Ocean Front Property,4G9eIyEcVwLoG7kYNFpSII,56.0
48,He Stopped Loving Her Today,6qMgx8ys4MNNxypaIvbG0i,57.0
49,Where The Streets Have No Name - Remastered,4qgZs0RNjdzKAS22lP0QjY,66.0
99,New Sensation,2bxY1baYlyXNzmjOkFvqId,56.0
149,Angel,3kfXUGIdBNpyr2gBvU3Guj,62.0
