,name,spotify_id,popularity
0,Smells Like Teen Spirit,5ghIJDpPoe3CfHMGu71E6T,74
1,Under the Bridge,3d9DChrdc6BOeFsbrZ3Is0,81
2,Come As You Are,4P5KoWXOxwuobLmHXLMobV,72
3,Nothing Else Matters,10igKaIKsSB6ZnWxPxPvKO,69
4,Even Flow,6QewNVIDKdSl8Y3ycuHIei,75
5,Losing My Religion,31AOj9sFz2gM0O3hMARRBx,81
6,November Rain,3YRCqOhFifThpSRFJ1VWFM,80
7,Lithium,2YodwKJnbPyNKe8XXSE9V7,68
8,Alive,1L94M3KIu7QluZe63g64rv,75
9,Meet In the Middle,7lUE02KHkZM44BZgjCaWRO,66
10,Knockin' On Heaven's Door,4JiEyzf0Md7KEFFGWDDdCr,77
11,Jeremy,62nQ8UZVqR2RMvkJHkcO2o,73
12,Badfish,4paJ10JPNCyOaLtz2cY928,66
13,In Bloom - Nevermind Version,30HCB1FoE77IfGRyNv4eFq,65
14,The Unforgiven,2lF8jQFhIjpmQa501sYXxR,65
15,Give It Away,0uppYCG86ajpV2hSR3dJJ0,73
16,Learning To Fly,17S4XrLvF5jlGvGCJHgF51,71
17,Black,5Xak5fmy089t0FYmh3VJiY,74
18,It's Five O'Clock Somewhere,07KYRDFf8Q6sqj4PWCP9vh,63
19,She's In Love With The Boy - Single Version,2ulBBx6YQ3qY3ci34RadtN,65
20,"Mama, I'm Coming Home",0S3gpZzlT9Hb7CCSV2owX7,69
21,What You Won't Do for Love,7dL8FCLzEaWC2A3qWQuz1q,62
22,Sad But True,1Ug98CRiQYu7wiSym4uLY4,63
23,(Everything I Do) I Do It For You,6eBK3edMW7bEzecF1eCezc,65
24,Mind Playing Tricks on Me,63BokRfXSQhEU6Qi2dSJpZ,66
25,Yellow Ledbetter,3bE5slaVEfaDreqARl6k4M,69
26,Something In The Way,1nFtiJxYdhtFfFtfXBv06s,63
27,Two Princes,4ePP9So5xRzspjLFVVbj90,71
28,End Of The Road,3l3xTXsUXeWlkPqzMs7mPD,70
29,No More Tears,7w6PJe5KBPyvuRYxFkPssC,67
30,Remember the Time,4jnFqNWeJCeCRHc4HCdxfd,69
31,I Can't Make You Love Me,69uJi5QsBtqlYkGURTBli8,67
32,The Night The Lights Went Out In Georgia,2MiXC2LfpsoeUP5RvMGEQ3,62
